issn;e_issn;title;short_title;period;publisher
0890-765X;1748-0361;JOURNAL OF RURAL HEALTH;J RURAL HEALTH;Quarterly;WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774
0743-0167;;JOURNAL OF RURAL STUDIES;J RURAL STUD;Quarterly;PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB
1071-2836;1573-8760;JOURNAL OF RUSSIAN LASER RESEARCH;;Bimonthly;SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013
0022-4375;1879-1247;JOURNAL OF SAFETY RESEARCH;J SAFETY RES;Quarterly;PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB
1099-6362;1530-7972;JOURNAL OF SANDWICH STRUCTURES & MATERIALS;;Bimonthly;SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP
1319-6103;;JOURNAL OF SAUDI CHEMICAL SOCIETY;;Bimonthly;ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE
1094-6136;1099-1425;JOURNAL OF SCHEDULING;;Bimonthly;SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ
1198-9742;1710-1166;JOURNAL OF SCHOLARLY PUBLISHING;;Quarterly;UNIV TORONTO PRESS INC, JOURNALS DIVISION, 5201 DUFFERIN ST, DOWNSVIEW, TORONTO, CANADA, ON, M3H 5T8
0022-4391;1746-1561;JOURNAL OF SCHOOL HEALTH;J SCH HEALTH;Monthly;WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774
1059-8405;1546-8364;JOURNAL OF SCHOOL NURSING;J SCH NURS;Bimonthly;SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320
0022-4405;1873-3506;JOURNAL OF SCHOOL PSYCHOLOGY;J SCH PSYCHOL;Quarterly;PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB
1440-2440;1878-1861;JOURNAL OF SCIENCE AND MEDICINE IN SPORT;J SCI MED SPORT;Bimonthly;ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB
1059-0145;1573-1839;JOURNAL OF SCIENCE EDUCATION AND TECHNOLOGY;J SCI EDUC TECHNOL;Quarterly;SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013
1016-1058;;JOURNAL OF SCIENCE UNIVERSITY OF TEHRAN;;Annual;UNIV TEHRAN, ENGHELAB AVE, PO BOX 13145-478, TEHRAN, IRAN, 00000
1016-1104;;JOURNAL OF SCIENCES-ISLAMIC REPUBLIC OF IRAN; ISLAMIC REPUBLIC OF IRAN;Quarterly;UNIV TEHRAN, ENGHELAB AVE, PO BOX 13145-478, TEHRAN, IRAN, 00000
0022-4456;0975-1084;JOURNAL OF SCIENTIFIC & INDUSTRIAL RESEARCH;J SCI IND RES (INDIA);Monthly;NATL INST SCIENCE COMMUNICATION-NISCAIR, DR K S KRISHNAN MARG, PUSA CAMPUS, NEW DELHI, INDIA, 110 012
0885-7474;1573-7691;JOURNAL OF SCIENTIFIC COMPUTING;J SCI COMPUT;Monthly;SPRINGER/PLENUM PUBLISHERS, 233 SPRING ST, NEW YORK, USA, NY, 10013
1115-7569;;JOURNAL OF SCIENTIFIC RESEARCH AND DEVELOPMENT;;Semiannual;UNIV LAGOS, UNIV LAGOS, LAGOS, NIGERIA, 00000
1759-7137;;JOURNAL OF SCREENWRITING;;Tri-annual;INTELLECT LTD, THE MILL, PARNALL RD, BRISTOL, ENGLAND, BS16 3JG
1385-1101;;JOURNAL OF SEA RESEARCH;J. SEA RES.;Bimonthly;ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE
1060-3743;;JOURNAL OF SECOND LANGUAGE WRITING;;Quarterly;PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB
1527-1404;;JOURNAL OF SEDIMENTARY RESEARCH;;Bimonthly;SEPM-SOC SEDIMENTARY GEOLOGY, 6128 EAST 38TH ST, STE 308, TULSA, USA, OK, 74135-5814
0963-0651;;JOURNAL OF SEISMIC EXPLORATION;;Quarterly;GEOPHYSICAL PRESS, 14 RUE DU PRADO, CASTELNAU-LE-LEZ, FRANCE, 34170
1383-4649;1573-157X;JOURNAL OF SEISMOLOGY;;Quarterly;SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ
0167-5133;1477-4593;JOURNAL OF SEMANTICS;J SEMANT;Quarterly;OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP
1598-1657;;JOURNAL OF SEMICONDUCTOR TECHNOLOGY AND SCIENCE;;Quarterly;IEEK PUBLICATION CENTER, RM #907 SCIENCE & TECHNOLOGY NEW BLDG, 635-4 YUCKSAM-DONG, SEOUL, SOUTH KOREA, KANGNAM-KU, 135-703
0022-4480;1477-8556;JOURNAL OF SEMITIC STUDIES;;Semiannual;OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP
1687-725X;1687-7268;JOURNAL OF SENSORS;;Irregular;HINDAWI PUBLISHING CORPORATION, 410 PARK AVENUE, 15TH FLOOR, #287 PMB, NEW YORK, USA, NY, 10022
0887-8250;1745-459X;JOURNAL OF SENSORY STUDIES;J SENS STUD;Bimonthly;WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774
1615-9306;1615-9314;JOURNAL OF SEPARATION SCIENCE;J SEP SCI;Semimonthly;WILEY-V C H VERLAG GMBH, BOSCHSTRASSE 12, WEINHEIM, GERMANY, D-69469
1757-5818;;JOURNAL OF SERVICE MANAGEMENT;;Bimonthly;EMERALD GROUP PUBLISHING LIMITED, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA
1094-6705;1552-7379;JOURNAL OF SERVICE RESEARCH;;Quarterly;SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320
2055-6225;;JOURNAL OF SERVICE THEORY AND PRACTICE;;;EMERALD GROUP PUBLISHING LIMITED, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA
0887-6045;;JOURNAL OF SERVICES MARKETING;;Bimonthly;EMERALD GROUP PUBLISHING LIMITED, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA
0092-623X;1521-0715;JOURNAL OF SEX & MARITAL THERAPY;J SEX MARITAL THER;Bimonthly;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXFORDSHIRE, OX14 4RN
0022-4499;1559-8519;JOURNAL OF SEX RESEARCH;J SEX RES;Bimonthly;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXFORDSHIRE, OX14 4RN
1355-2600;1742-6545;JOURNAL OF SEXUAL AGGRESSION;;Tri-annual;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXFORDSHIRE, OX14 4RN
1743-6095;1743-6109;JOURNAL OF SEXUAL MEDICINE;J SEX MED;Monthly;WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774
0730-8000;;JOURNAL OF SHELLFISH RESEARCH;J. SHELLFISH RES.;Tri-annual;NATL SHELLFISHERIES ASSOC, C/O DR. SANDRA E. SHUMWAY, UNIV CONNECTICUT, 1080 SHENNECOSSETT RD, GROTON, USA, CT, 06340
1748-9423;;JOURNAL OF SHIA ISLAMIC STUDIES;;Quarterly;ISLAMIC COLL ADVANCED STUDIES-ICAS, 133 HIGH RD, LONDON, ENGLAND, WILLESDEN, NW10 2SW
2158-2866;2158-2874;JOURNAL OF SHIP PRODUCTION AND DESIGN;;Quarterly;SOC NAVAL ARCHITECTS MARINE ENGINEERS, 601 PAVONIA AVENUE, JERSEY CITY, USA, NJ, 07306
0022-4502;1542-0604;JOURNAL OF SHIP RESEARCH;;Quarterly;SOC NAVAL ARCHITECTS MARINE ENGINEERS, 601 PAVONIA AVENUE, JERSEY CITY, USA, NJ, 07306
1058-2746;1532-6500;JOURNAL OF SHOULDER AND ELBOW SURGERY;J SHOULDER ELBOW SURG;Bimonthly;MOSBY-ELSEVIER, 360 PARK AVENUE SOUTH, NEW YORK, USA, NY, 10010-1710
1997-1389;;JOURNAL OF SIBERIAN FEDERAL UNIVERSITY BIOLOGY;;Quarterly;SIBERIAN FEDERAL UNIV, 79 SVOBODNY PROSPECT, RM 21-02, KRASNOYARSK, RUSSIA, 660041
1003-5508;;JOURNAL OF SICHUAN FORESTRY SCIENCE AND TECHNOLOGY;;Quarterly;SICHUAN FORESTRY DEPT, C/O LI RONG-WEI (EDITOR IN CHIEF), 18 XINHUIXILU, CHENGDU, PEOPLES R CHINA, SICHUAN, 610081
1001-8395;;JOURNAL OF SICHUAN NORMAL UNIVERSITY-NATURAL SCIENCE;SICHUAN SHIFAN DAXUE XUEBAO;Bimonthly;SICHUAN NORMAL UNIV, NO 5 JIANG AN RD, CHENGDU, PEOPLES R CHINA, 610066
1939-8018;1939-8115;JOURNAL OF SIGNAL PROCESSING SYSTEMS FOR SIGNAL IMAGE AND VIDEO TECHNOLOGY;J SIGNAL PROCESS SYST;Monthly;SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013
1747-7778;1747-7786;JOURNAL OF SIMULATION;;Quarterly;PALGRAVE MACMILLAN LTD, BRUNEL RD BLDG, HOUNDMILLS, BASINGSTOKE, ENGLAND, HANTS, RG21 6XS
0962-1105;1365-2869;JOURNAL OF SLEEP RESEARCH;J SLEEP RES;Bimonthly;WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774
0022-4510;1748-5827;JOURNAL OF SMALL ANIMAL PRACTICE;J SMALL ANIM PRACT;Monthly;WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774
0047-2778;1540-627X;JOURNAL OF SMALL BUSINESS MANAGEMENT;;Quarterly;WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774
0916-8737;1884-8796;JOURNAL OF SMOOTH MUSCLE RESEARCH;J SMOOTH MUSCLE RES;Bimonthly;JAPANESE SOC SMOOTH MUSCLE RESEARCH, C/O TERUAKI AOKI, PRESS EDITOR, DEPT SURGERY, JIKEI UNIVERSITY SCH MEDICINE, 3-25-8, TOKYO, JAPAN, 00000
0281-0662;;JOURNAL OF SOCIAL AND ADMINISTRATIVE PHARMACY;J SOC ADM PHARM;Quarterly;SWEDISH PHARMACEUTICAL PR, PO BOX 1136, STOCKHOLM, SWEDEN, S-111 81
0736-7236;;JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY;J SOC CLIN PSYCHOL;Monthly;GUILFORD PUBLICATIONS INC, 72 SPRING STREET, NEW YORK, USA, NY, 10012
0265-4075;;JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS;J SOC PERS RELAT;Bimonthly;SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP
1469-6053;1741-2951;JOURNAL OF SOCIAL ARCHAEOLOGY;;Tri-annual;SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP
0022-4529;1527-1897;JOURNAL OF SOCIAL HISTORY;J SOC HIST;Quarterly;OXFORD UNIV PRESS INC, JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513
0022-4537;;JOURNAL OF SOCIAL ISSUES;J SOC ISSUES;Quarterly;WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774
0047-2786;;JOURNAL OF SOCIAL PHILOSOPHY;J SOC PHILOS;Quarterly;WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774
0047-2794;;JOURNAL OF SOCIAL POLICY;J SOC POLICY;Quarterly;CAMBRIDGE UNIV PRESS, 32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473
0022-4545;1940-1183;JOURNAL OF SOCIAL PSYCHOLOGY;J SOC PSYCHOL;Bimonthly;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXFORDSHIRE, OX14 4RN
0148-8376;;JOURNAL OF SOCIAL SERVICE RESEARCH;J SOC SERV RES;Bimonthly;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXFORDSHIRE, OX14 4RN
1468-0173;1741-296X;JOURNAL OF SOCIAL WORK;J SOC WORK (LOND);Bimonthly;SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320
1043-7797;;JOURNAL OF SOCIAL WORK EDUCATION;J SOC WORK EDUC;Quarterly;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXFORDSHIRE, OX14 4RN
0265-0533;1465-3885;JOURNAL OF SOCIAL WORK PRACTICE;J SOC WORK PRACT;Quarterly;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXFORDSHIRE, OX14 4RN
1360-6441;1467-9841;JOURNAL OF SOCIOLINGUISTICS;;Bimonthly;WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774
1440-7833;1741-2978;JOURNAL OF SOCIOLOGY;J SOCIOL (MELB);Quarterly;SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP
2047-7473;;JOURNAL OF SOFTWARE-EVOLUTION AND PROCESS;;Monthly;WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774
1994-1978;;JOURNAL OF SOIL AND NATURE;;Tri-annual;GREEN WORLD FOUNDATION-GWF, 407-7, SALNA RD, ASHIANA 3RD FLR, SHIMULTOLI, PBOF, GAZIPUR, BANGLADESH, JOYDEBPUR, 1701
0022-4561;;JOURNAL OF SOIL AND WATER CONSERVATION;;Bimonthly;SOIL WATER CONSERVATION SOC, 945 SW ANKENY RD, ANKENY, USA, IA, 50023-9723
0718-9516;;JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION;;Quarterly;SOC CHILENA CIENCIA SUELO, CASILLA 54-D, TEMUCO, CHILE, 00000
1439-0108;;JOURNAL OF SOILS AND SEDIMENTS;J. SOILS SEDIMENTS;Monthly;SPRINGER HEIDELBERG, TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121
0928-0707;1573-4846;JOURNAL OF SOL-GEL SCIENCE AND TECHNOLOGY;J SOLGEL SCI TECHNOL;Monthly;SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ
0199-6231;1528-8986;JOURNAL OF SOLAR ENERGY ENGINEERING-TRANSACTIONS OF THE ASME; TRANSACTIONS OF THE ASME;Quarterly;ASME, TWO PARK AVE, NEW YORK, USA, NY, 10016-5990
0022-4596;;JOURNAL OF SOLID STATE CHEMISTRY;J SOLID STATE CHEM;Monthly;ACADEMIC PRESS INC ELSEVIER SCIENCE, 525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495
1432-8488;1433-0768;JOURNAL OF SOLID STATE ELECTROCHEMISTRY;J SOLID STATE ELECTROCHEM;Bimonthly;SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013
0095-9782;1572-8927;JOURNAL OF SOLUTION CHEMISTRY;J SOLUTION CHEM;Monthly;SPRINGER/PLENUM PUBLISHERS, 233 SPRING ST, NEW YORK, USA, NY, 10013
1059-3152;2154-6665;JOURNAL OF SONG-YUAN STUDIES;;Annual;IEAS PUBLICATION, 2223 FULTON STREET, ROOM 615 U C BERKELEY, BERKELEY, USA, CA, 94720-2318
0022-460X;1095-8568;JOURNAL OF SOUND AND VIBRATION;;Biweekly;ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD, 24-28 OVAL RD, LONDON, ENGLAND, NW1 7DX
0895-9811;;JOURNAL OF SOUTH AMERICAN EARTH SCIENCES;;Bimonthly;PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB
0973-1741;0973-1733;JOURNAL OF SOUTH ASIAN DEVELOPMENT;;Tri-annual;SAGE PUBLICATIONS INDIA  PVT LTD, B-1-I-1 MOHAN CO-OPERATIVE INDUSTRIAL AREA, MATHURA RD, POST BAG NO 7, NEWDELHI, INDIA, 110 044
1001-411X;;JOURNAL OF SOUTH CHINA AGRICULTURAL UNIVERSITY-NATURAL SCIENCE EDITION;HUA NAN NONG YE DA XUE XUE BAO;Quarterly;SOUTH CHINA AGRICULTURAL UNIV, GUANGZHOU, PEOPLES R CHINA, 510642
0022-4634;;JOURNAL OF SOUTHEAST ASIAN STUDIES;J SOUTHEAST ASIAN STUD;Tri-annual;CAMBRIDGE UNIV PRESS, 32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473
0305-7070;;JOURNAL OF SOUTHERN AFRICAN STUDIES;J SOUTH AFR STUD;Bimonthly;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXFORDSHIRE, OX14 4RN
0022-4642;;JOURNAL OF SOUTHERN HISTORY;J SOUTH HIST;Quarterly;SOUTHERN HISTORICAL ASSOC, UNIV GEORGIA, HISTORY DEPT, ATHENS, USA, GA, 30602
1003-7179;;JOURNAL OF SOUTHWEST FORESTRY COLLEGE;;Quarterly;SOUTHWEST FORESTRY COLLEGE, 300 BAILONGSI, KUNMING, PEOPLES R CHINA, YUNNAN, 650224
2095-1914;;JOURNAL OF SOUTHWEST FORESTRY UNIVERSITY;;Bimonthly;SOUTHWEST FORESTRY COLLEGE, 300 BAILONGSI, KUNMING, PEOPLES R CHINA, YUNNAN, 650224
2095-4271;;JOURNAL OF SOUTHWEST UNIVERSITY FOR NATIONALITIES-NATURAL SCIENCE EDITION;;Bimonthly;UNIV NATIONALITIES NATURAL SCIENCE EDITION, ED DEPT JOURNAL SOUTHWEST, 16 SOUTH SECT 4, FIRST RING RD, CHENGDU, PEOPLES R CHINA, SICHUAN, 610041
2115-7251;;JOURNAL OF SPACE WEATHER AND SPACE CLIMATE;;Irregular;EDP SCIENCES S A, 17, AVE DU HOGGAR, PA COURTABOEUF, BP 112, LES ULIS CEDEX A, FRANCE, F-91944
0022-4650;;JOURNAL OF SPACECRAFT AND ROCKETS;J SPACECR ROCKETS;Bimonthly;AMER INST AERONAUTICS  ASTRONAUTICS, 1801 ALEXANDER BELL DRIVE, STE 500, RESTON, USA, VA, 22091-4344
1463-6204;1469-9818;JOURNAL OF SPANISH CULTURAL STUDIES;;Quarterly;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXFORDSHIRE, OX14 4RN
1449-8596;;JOURNAL OF SPATIAL SCIENCE;;Semiannual;TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN
0022-4669;1538-4764;JOURNAL OF SPECIAL EDUCATION;J SPEC EDUC;Quarterly;SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320
2234-7909;;JOURNAL OF SPECIES RESEARCH;;Semiannual;NATL INST BIOLOGICAL RESOURCES-NIBR, ENVIRONMENTAL RES COMPLEX, GYOUNGSEO-DONG, SEO-GU, INCHEON, SOUTH KOREA, 404-708
1664-039X;;JOURNAL OF SPECTRAL THEORY;;Quarterly;EUROPEAN MATHEMATICAL SOC, PUBLISHING HOUSE, E T H-ZENTRUM SEW A27, SCHEUCHZERSTRASSE 70, ZURICH, SWITZERLAND, CH-8092
2314-4920;;JOURNAL OF SPECTROSCOPY;;Irregular;HINDAWI PUBLISHING CORPORATION, 410 PARK AVENUE, 15TH FLOOR, #287 PMB, NEW YORK, USA, NY, 10022
0891-625X;1527-9383;JOURNAL OF SPECULATIVE PHILOSOPHY;;Quarterly;PENN STATE UNIV PRESS, 820 NORTH UNIV DRIVE, U S B 1, STE C, UNIVERSITY PK, USA, PA, 16802
1092-4388;1558-9102;JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH; LANGUAGE;Bimonthly;AMER SPEECH-LANGUAGE-HEARING ASSOC, 10801 ROCKVILLE PIKE, ROCKVILLE, USA, MD, 20852-3279
1079-0268;2045-7723;JOURNAL OF SPINAL CORD MEDICINE;J SPINAL CORD MED;Bimonthly;MANEY PUBLISHING, STE 1C, JOSEPHS WELL, HANOVER WALK, LEEDS, ENGLAND, W YORKS, LS3 1AB
1536-0652;1539-2465;JOURNAL OF SPINAL DISORDERS & TECHNIQUES;J SPINAL DISORD TECH;Bimonthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
1060-0051;;JOURNAL OF SPIROCHETAL AND TICK-BORNE DISEASES;J INFUS CHEMOTHER;Quarterly;LYME DISEASE FOUNDATION INC, 1 FINANCIAL PLAZA, HARTFORD, USA, CT, 06103-2610
0895-2779;1543-2904;JOURNAL OF SPORT & EXERCISE PSYCHOLOGY;J SPORT EXERC PSYCHOL;Bimonthly;HUMAN KINETICS PUBL INC, 1607 N MARKET ST, PO BOX 5076, CHAMPAIGN, USA, IL, 61820-2200
0193-7235;1552-7638;JOURNAL OF SPORT & SOCIAL ISSUES;;Quarterly;SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320
2095-2546;;JOURNAL OF SPORT AND HEALTH SCIENCE;J SPORT HEALTH SCI;Quarterly;SHANGHAI UNIV SPORT, EDITORIAL BOARD, 650 QINGYUANHUAN RD, SHANGHAI, PEOPLES R CHINA, 200438
0888-4773;1543-270X;JOURNAL OF SPORT MANAGEMENT;;Quarterly;HUMAN KINETICS PUBL INC, 1607 N MARKET ST, PO BOX 5076, CHAMPAIGN, USA, IL, 61820-2200
1056-6716;1543-3072;JOURNAL OF SPORT REHABILITATION;J SPORT REHABIL;Quarterly;HUMAN KINETICS PUBL INC, 1607 N MARKET ST, PO BOX 5076, CHAMPAIGN, USA, IL, 61820-2200
1527-0025;1552-7794;JOURNAL OF SPORTS ECONOMICS;J SPORTS ECONOM;Bimonthly;SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320
0022-4707;;JOURNAL OF SPORTS MEDICINE AND PHYSICAL FITNESS;J SPORTS MED PHYS FITNESS;Quarterly;EDIZIONI MINERVA MEDICA, CORSO BRAMANTE 83-85 INT JOURNALS DEPT., TURIN, ITALY, 10126
1303-2968;;JOURNAL OF SPORTS SCIENCE AND MEDICINE;J SPORTS SCI MED;Quarterly;JOURNAL SPORTS SCIENCE & MEDICINE, MEDICAL FACULTY ULUDAG UNIV, DEPT SPORTS MEDICINE, BURSA, TURKEY, 16059
0264-0414;1466-447X;JOURNAL OF SPORTS SCIENCES;J SPORTS SCI;Monthly;TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN
0094-9655;1563-5163;JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION;J STAT COMPUT SIMUL;Monthly;TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN
1742-5468;;JOURNAL OF STATISTICAL MECHANICS-THEORY AND EXPERIMENT;J STAT MECH;Monthly;IOP PUBLISHING LTD, TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE
0022-4715;1572-9613;JOURNAL OF STATISTICAL PHYSICS;J STAT PHYS;Semimonthly;SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013
0378-3758;;JOURNAL OF STATISTICAL PLANNING AND INFERENCE;J STAT PLAN INFERENCE;Monthly;ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE
1548-7660;;JOURNAL OF STATISTICAL SOFTWARE;J STAT SOFTW;Irregular;JOURNAL STATISTICAL SOFTWARE, UCLA DEPT STATISTICS, 8130 MATH SCIENCES BLDG, BOX 951554, LOS ANGELES, USA, CA, 90095-1554
0960-0760;1879-1220;JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY;J STEROID BIOCHEM MOL BIOL;Monthly;PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB
0022-474X;;JOURNAL OF STORED PRODUCTS RESEARCH;J STORED PROD RES;Quarterly;PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB
0309-3247;2041-3130;JOURNAL OF STRAIN ANALYSIS FOR ENGINEERING DESIGN;;Bimonthly;SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP
0963-8687;;JOURNAL OF STRATEGIC INFORMATION SYSTEMS;;Quarterly;ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE
0140-2390;1743-937X;JOURNAL OF STRATEGIC STUDIES;;Bimonthly;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXFORDSHIRE, OX14 4RN
0253-4959;;JOURNAL OF STRATIGRAPHY;;Quarterly;NANJING INST GEOLOGY PALAEONTOLOGY, 39 BEIJING RD E, NANJING, PEOPLES R CHINA, 210008
1064-8011;1533-4287;JOURNAL OF STRENGTH AND CONDITIONING RESEARCH;J STRENGTH COND RES;Monthly;LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103
2287-6391;2287-6405;JOURNAL OF STROKE;J STROKE;Tri-annual;KOREAN STROKE SOC, C/O CHIN-SANG CHUNG, DEPT NEUROL, SAMSUNG MED CTR, SUNGKYUNKWAN UNIV, SCH MED, IRWON-RO, GANGNAM-GU, SEOUL, SOUTH KOREA, 135-710
1052-3057;1532-8511;JOURNAL OF STROKE & CEREBROVASCULAR DISEASES;J STROKE CEREBROVASC DIS;Bimonthly;ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE
1345-711X;1570-0267;JOURNAL OF STRUCTURAL AND FUNCTIONAL GENOMICS;J STRUCT FUNCT GENOMICS;Quarterly;SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ
