title;short_title;id_issn;id_eissn;id_arx;id_oth;period;language;url;publisher;scope;
Critical inquiry;Crit Inq;0093-1896;;;;;;;;;
Essays in arts and sciences;Essays Arts Sci;0361-5634;;;;;;;;;
Critique;Critique;0821-5561;;;;;;;;;
Essex Institute historical collections;Essex Inst Hist Collect;0014-0953;;;;;;;;;
Cronache pompeiane;Cron Pompeiane;0391-1527;;;;;;;;;
Essex journal;Essex J;0014-0961;;;;;;;;;
L;Estampille;0184-7724;;;;;;;;;
Country life;Ctry Life;0045-8856;;;;;;;;;
Estudios de Asia y Africa;Estud Asia Afr;0185-0164;;;;;;;;;
Cuadernos americanos;Cuad Am;0011-2356;;;;;;;;;
Estudios clasicos;Estud Cl;0014-1453;;;;;;;;;
Cuadernos de estudios gallegos;Cuad Estud Gallegos;0210-847X;;;;;;;;;
Estudios del Departamento de Historia Moderna;Estud Dep Hist Mod;0211-3759;;;;;;;;;
Cuadernos de filologia clasica;Cuad Filol Cl;0210-0746;;;;;;;;;
Cuadernos hispanoamericanos;Cuad Hispanoam;0011-250X;;;;;;;;;
Cuadernos de investigacion historica;Cuad Invest Hist;0210-6272;;;;;;;;;
Environmental history review;Environ Hist Rev;1053-4180;;;;;;;;;
Cuban studies;Cuban Stud;0361-4441;;;;;;;;;
Cultures et developpement;Cult Dev;0011-295X;;;;;;;;;
Cultura e scuola;Cult Sc;0011-2771;;;;;;;;;
Culture technique;Cult Tech;0223-4386;;;;;;;;;
Estudios de historia novohispana;Estud Hist Novohisp;0185-2523;;;;;;;;;
Estudios de historia social;Estud Hist Soc;0210-1416;;;;;;;;;
Estudios paraguayos;Estud Parag;0251-2483;;;;;;;;;
Estudios segovianos;Estud Segov;0210-7260;;;;;;;;;
Czasopismo prawno;Czas Praw Hist;0070-2471;;;;;;;;;
Ethiopia observer;Ethiop Obs;0014-1720;;;;;;;;;
Daughters of the American Revolution magazine;DAR Mag;0011-7013;;;;;;;;;
The Dacca University studies;Dacca Univ Stud A;1013-543X;;;;;;;;;
The Dalhousie review;Dalhousie Rev;0011-5827;;;;;;;;;
Ethnologia Europaea;Ethnol Eur;0425-4597;;;;;;;;;
Ethnologie francaise;Ethnol Fr;0046-2616;;;;;;;;;
Etnografia polska;Etnogr Pol;0071-1861;;;;;;;;;
Le Debat;Debat;0246-2346;;;;;;;;;
Etnologiska studier;Etnol Stud;0374-7530;;;;;;;;;
Defense nationale;Def Natl;0336-1489;;;;;;;;;
DVT;Dejiny Ved Tech;0300-4414;;;;;;;;;
Delaware history;Del Hist;0011-7765;;;;;;;;;
AAHS journal;AAHS J;0882-9365;;;;;;;;;
Etudes germaniques;Etud Ger;0014-2115;;;;;;;;;
Etudes inuit;Etud Inuit;0701-1008;;;;;;;;;
Etudes limousines;Etud Limousines;0531-9471;;;;;;;;;
Etudes rurales;Etud Rurales;0014-2182;;;;;;;;;
Etudes vauclusiennes;Etud Vauclus;0153-9221;;;;;;;;;
Etudes;Etudes;0014-1941;;;;;;;;;
European history quarterly;Eur Hist Q;0265-6914;;;;;;;;;
European studies review;Eur Stud Rev;0014-3111;;;;;;;;;
Cuadernos de arquitectura y urbanismo;Cuad Arquit Urban;0211-321X;;;;;;;;;
Ethnologia Scandinavica;Ethnol Scand;0348-9698;;;;;;;;;
Europa ethnica;Eur Ethn;0014-2492;;;;;;;;;
A Current bibliography on African affairs;Curr Bibliogr Afr Aff;0011-3255;;;;;;;;;
The National dean;Deans List;0191-8133;;;;;;;;;
Bulletin hispanique;Bull Hisp;0291-8927;;;;;;;;;
Dialoog;Dialoog;0417-4305;;;;;;;;;
Folklore;Folklore;0015-587X;;;;;;;;;
Afghanistan;Afghanistan;0001-9682;;;;;;;;;
Geography;Geography;0016-7487;;;;;;;;;
Bulletin philologique et historique;Bull Philol Hist;0071-8408;;;;;;;;;
Anzeiger;Anz Philol Hist Kl Osterr Akad Wiss;0378-8652;;;;;;;;;
Byzantion;Byzantion;0378-2506;;;;;;;;;
Boletin del Instituto de Estudios Asturianos;Bol Inst Estud Asturianos;0020-384X;;;;;;;;;
Annales historiques de la Revolution francaise;Ann Hist Revolut Fr;0003-4436;;;;;;;;;
Arbor;Arbor;0210-1963;;;;;;;;;
Expedition;Expedition;0014-4738;;;;;;;;;
Explorations in economic history;Explor Econ Hist;0014-4983;;;;;;;;;
Bulletin des etudes portugaises;Bull Etud Port Bres;0379-2579;;;;;;;;;
Desarrollo economico;Desarrollo Econ;0046-001X;;;;;;;;;
Detroit in perspective;Detroit Perspect;0162-2757;;;;;;;;;
Feminist studies;Fem Stud;0046-3663;;;;;;;;;
Fides et historia;Fides Et Hist;0884-5379;;;;;;;;;
Dialogue;Dialogue;0890-0779;;;;;;;;;
The Filson Club history quarterly;Filson Club Hist Q;0015-1874;;;;;;;;;
The Dickensian;Dickensian;0012-2440;;;;;;;;;
The Florida historical quarterly;Fla Hist Q;0015-4113;;;;;;;;;
Diotima;Diotima;1010-7363;;;;;;;;;
Flinders journal of history and politics;Flinders J Hist Polit;0726-7215;;;;;;;;;
Dissent;Dissent;0012-3846;;;;;;;;;
Florilegium;Florilegium;0709-5201;;;;;;;;;
Dix;Dix Huit Siecle;0070-6760;;;;;;;;;
Documents pour l;Doc Hist Vocab Sci;0240-8716;;;;;;;;;
Folia humanistica;Folia Humanist;0015-5594;;;;;;;;;
Dokumente aus Hoechster Archiven;Dok Hoechst Arch;0419-5973;;;;;;;;;
Der Donauraum;Donauraum;0012-5415;;;;;;;;;
Folia orientalia;Folia Orient;0015-5675;;;;;;;;;
Folklore americano;Folkl Am;0071-6774;;;;;;;;;
Deutsche Aussenpolitik;Dtsch Aussenpolit;0011-9881;;;;;;;;;
Deutsches Jahrbuch fur Volkskunde;Dtsch Jahrb Volkskd;0012-1312;;;;;;;;;
Folklore brabancon;Folkl Brabancon;0015-590X;;;;;;;;;
al;Al Qantara;0211-3589;;;;;;;;;
Schriftenreihe;Altnurnb Landsch;0516-8325;;;;;;;;;
Acta antiqua Academiae Scientiarum Hungaricae;Acta Antiq Hung;0044-5975;;;;;;;;;
Deutsche Vierteljahrsschrift fur Literaturwissenschaft und Geistesgeschichte;Dtsch Vierteljahresschr Litt Wiss Geistesgesch;0012-0936;;;;;;;;;
Fontanus;Fontanus;0838-2026;;;;;;;;;
Gazette of the Grolier Club;Gaz Grolier Club;0533-2990;;;;;;;;;
Genders;Genders;0894-9832;;;;;;;;;
Geneve;Geneva Afr;0016-6774;;;;;;;;;
Geographical analysis;Geogr Anal;0016-7363;;;;;;;;;
Fort Concho report;Fort Concho Rep;1055-3681;;;;;;;;;
FAR;Fr Am Rev;0160-0419;;;;;;;;;
The Geographical journal;Geogr J;0016-7398;;;;;;;;;
French historical studies;Fr Hist Stud;0016-1071;;;;;;;;;
French studies;Fr Stud;0016-1128;;;;;;;;;
Frankfurter Hefte;Frankf Hefte;0015-9999;;;;;;;;;
Freedomways;Freedomways;0016-061X;;;;;;;;;
The Freeman;Freeman;0016-0652;;;;;;;;;
Frontiers;Frontiers;0160-9009;;;;;;;;;
Fruhmittelalterliche Studien;Fruhmittelalt Stud;0071-9706;;;;;;;;;
Giornale critico della filosofia italiana;G Crit Filos Ital;0017-0089;;;;;;;;;
Giornale italiano di filologia;G Ital Filol;0017-0461;;;;;;;;;
The Georgia historical quarterly;Ga Hist Q;0016-8297;;;;;;;;;
Georgia journal of science;Ga J Sci;0147-9369;;;;;;;;;
Garden history;Gard Hist;0307-1243;;;;;;;;;
Gateway heritage;Gateway Herit;0198-9375;;;;;;;;;
La Gazette des archives;Gaz Arch;0016-5522;;;;;;;;;
Atti e memorie;Atti Mem Accad Naz Sci Lett Arti Modena;0391-1721;;;;;;;;;
Forschungen zur Volks;Forsch Volks Landeskd;0015-7902;;;;;;;;;
Greek;Greek Roman Byz Stud;0017-3916;;;;;;;;;
Gulf Coast historical review;Gulf Coast Hist Rev;0892-9025;;;;;;;;;
Cahiers de lAcademie de Bretagne;Cah Acad Bretagne;0990-5766;;;;;;;;;
Altamura;Altamura;0569-1346;;;;;;;;;
German life and letters;Ger Life Lett;0016-8777;;;;;;;;;
Germanisch;Ger Rom Monatsschr;0016-8904;;;;;;;;;
German studies review;Ger Stud Rev;0149-7952;;;;;;;;;
Germanistik;Germanistik;0016-8912;;;;;;;;;
Geschichte in Wissenschaft und Unterricht;Gesch Wiss Unterr;0016-9056;;;;;;;;;
Historical journal;Hist J;0018-246X;;;;;;;;;
Historical journal;Hist J Auckl Waikato;0110-3938;;;;;;;;;
Historical journal of Massachusetts;Hist J Mass;0276-8313;;;;;;;;;
Historisches Jahrbuch;Hist Jahrb;0018-2621;;;;;;;;;
Historisches Jahrbuch der Stadt Linz;Hist Jahrb Stadt Linz;0440-9736;;;;;;;;;
The Great ideas today;Great Ideas Today;0072-7288;;;;;;;;;
Grenzgebiete der Wissenschaft;Grenzgeb Wiss;1021-8130;;;;;;;;;
Glasra;Glasra;0332-0235;;;;;;;;;
Groniek;Groniek;0169-2801;;;;;;;;;
Glotta;Glotta;0017-1298;;;;;;;;;
Guam recorder;Guam Rec;0046-6522;;;;;;;;;
Guatemala indigena;Guatem Indig;0017-5056;;;;;;;;;
Guildhall studies in London history;Guildhall Stud Lond Hist;0306-3194;;;;;;;;;
Gutenberg Jahrbuch;Gutenberg Jahrb;0072-9094;;;;;;;;;
Gymnasium;Gymnasium;0342-5231;;;;;;;;;
Hacettepe sosyal ve beseri bilimler dergisi;Hacettepe Sosyal Bilimler Derg;0304-2790;;;;;;;;;
Hadtortenelmi kozlemenyek;Hadtort Kozl;0017-6540;;;;;;;;;
Halcyon;Halcyon;0198-6449;;;;;;;;;
De Halve maen;Halve Maen;0017-6834;;;;;;;;;
Hamdard Islamicus;Hamdard Islam;0250-7196;;;;;;;;;
Gottinger Jahrbuch;Gott Jahrb;0072-4882;;;;;;;;;
Graduate faculty philosophy journal;Grad Fac Philos J;0093-4240;;;;;;;;;
Histoire;Hist Econ Soc;0752-5702;;;;;;;;;
Handelingen der Maatschappij voor Geschiedenis en Oudheidkunde te Gent;Handel Maatsch Geschied Oudheidk Gent;0774-286X;;;;;;;;;
History of education;Hist Educ;0046-760X;;;;;;;;;
History of education quarterly;Hist Educ Q;0018-2680;;;;;;;;;
History of European ideas;Hist Eur Ideas;0191-6599;;;;;;;;;
Harvard journal of Asiatic studies;Harv J Asiat Stud;0073-0548;;;;;;;;;
History of the human sciences;Hist Human Sci;0952-6951;1461-720X;;;;;;;;
Harvard magazine;Harv Mag;0095-2427;;;;;;;;;
Harvard studies in classical philology;Harv Stud Classic Philol;0073-0688;;;;;;;;;
The Harvard theological review;Harv Theol Rev;0017-8160;;;;;;;;;
Harz;Harz Z;0436-9920;;;;;;;;;
ha;Hasifrut;0017-8284;;;;;;;;;
The Hawaiian journal of history;Hawaii J Hist;0440-5145;;;;;;;;;
Hayes historical journal;Hayes Hist J;0364-5924;;;;;;;;;
The Hispanic American historical review;Hisp Am Hist Rev;0018-2168;;;;;;;;;
Heidelberger Jahrbucher;Heidelb Jahrb;0073-1641;;;;;;;;;
Hispania sacra;Hisp Sacra;0018-215X;;;;;;;;;
Heimen;Heimen;0017-9841;;;;;;;;;
Hispania;Hispania;0018-2141;;;;;;;;;
Helmantica;Helmantica;0018-0114;;;;;;;;;
Histoire des accidents du travail;Hist Accid Trav;0181-9739;;;;;;;;;
History in Africa;Hist Afr;0361-5413;;;;;;;;;
History of agriculture;Hist Agric;0378-7524;;;;;;;;;
Historiallinen aikakauskirja;Hist Aikak;0018-2362;;;;;;;;;
The Herbal review;Herbal Rev;0264-9853;;;;;;;;;
History of anthropology;Hist Anthropol;0891-9348;;;;;;;;;
The Herbarist;Herbarist;0740-5979;;;;;;;;;
Historiallinen arkisto;Hist Ark;0073-2540;;;;;;;;;
Hercynia;Hercynia;0018-0637;;;;;;;;;
Heritage review;Herit Rev;0162-8267;;;;;;;;;
Hermathena;Hermathena;0018-0750;;;;;;;;;
Historicky casopis;Hist Casopis;0018-2575;;;;;;;;;
Hermes;Hermes;0018-0777;;;;;;;;;
Hesperis tamuda;Hesperis Tamuda;0018-1005;;;;;;;;;
Hessische Familienkunde;Hess Familienkd;0018-1064;;;;;;;;;
Historia y cultura;Hist Cult;0073-2486;;;;;;;;;
Historisch;Hist Demogr Mitt;0134-0050;;;;;;;;;
Government publications review;Gov Publ Rev;0277-9390;;;;;;;;;
The Journal of religion;J Relig;0022-4189;;;;;;;;;
Leuvensche bijdragen;Leuvense Bijdr;0024-1482;;;;;;;;;
Library Association record;Libr Assoc Rec;0024-2195;;;;;;;;;
Liberian studies journal;Liberian Stud J;0024-1989;;;;;;;;;
History of political thought;Hist Polit Thought;0143-781X;;;;;;;;;
Historical reflections;Hist Reflect;0315-7997;;;;;;;;;
History of religions;Hist Relig;0018-2710;;;;;;;;;
Historical research;Hist Res;0950-3471;;;;;;;;;
Historia y sociedad;Hist Soc;1526-5315;;;;;;;;;
Historical studies;Hist Stud;0018-2559;;;;;;;;;
The History teacher;Hist Teacher;0018-2745;;;;;;;;;
History and theory;Hist Theory;0018-2656;;;;;;;;;
Historisk tidskrift;Hist Tidskr;0345-469X;;;;;;;;;
Historisk tidskrift for Finland;Hist Tidskr Finl;0046-7596;;;;;;;;;
Historisk tidsskrift;Hist Tidsskr;0018-263X;;;;;;;;;
History today;Hist Today;0018-2753;;;;;;;;;
Historia y vida;Hist Vida;0018-2354;;;;;;;;;
The journal of medieval and Renaissance studies;J Mediev Renaiss Stud;0047-2573;;;;;;;;;
Historische Zeitschrift;Hist Z;0018-2613;;;;;;;;;
The Journal of Mexican American history;J Mex Am Hist;0047-2581;;;;;;;;;
Histoire;Histoire;0181-091X;;;;;;;;;
The Journal of military history;J Mil Hist;0899-3718;;;;;;;;;
The Journal of Mississippi history;J Miss Hist;0022-2771;;;;;;;;;
Historama;Historama;0018-2273;;;;;;;;;
Historia;Historia;0018-2311;;;;;;;;;
The Journal of modern African studies;J Mod Afr Stud;0022-278X;;;;;;;;;
Journal of Mormon history;J Mormon Hist;0094-7342;;;;;;;;;
Historia;Historia;0440-8942;;;;;;;;;
Journal of NAL Associates;J Nal Assoc;0277-2841;;;;;;;;;
Journal of Near Eastern studies;J Near East Stud;0022-2968;;;;;;;;;
The Journal of Negro education;J Negro Educ;0022-2984;;;;;;;;;
Historian;Historian;0265-1076;;;;;;;;;
The Journal of Negro history;J Negro Hist;0022-2992;;;;;;;;;
The Journal of Pacific history;J Pac Hist;0022-3344;;;;;;;;;
The Houston review;Houston Rev;0272-4030;;;;;;;;;
Journal of Palestine studies;J Palest Stud;0377-919X;;;;;;;;;
Journal of peace research;J Peace Res;0022-3433;;;;;;;;;
Journal of political science;J Polit Sci;0098-4612;;;;;;;;;
The journal of the Polynesian Society;J Polyn Soc;0032-4000;;;;;;;;;
Humanitas;Humanitas;0441-4209;;;;;;;;;
Journal of the Royal Asiatic Society of Great Britain;J R Asiat Soc GB Irel;0035-869X;;;;;;;;;
Hungarian studies review;Hung Stud Rev;0713-8083;;;;;;;;;
Institut des belles lettres arabes;IBLA;0018-862X;;;;;;;;;
INS reporter;INS Rep;0147-0647;;;;;;;;;
Ideas;Ideas Prod;0264-4940;;;;;;;;;
Illinois classical studies;Ill Classic Stud;0363-1923;;;;;;;;;
Illimani;Illimani;1013-9796;;;;;;;;;
Journal of religion in Africa;J Relig Afr;0022-4200;;;;;;;;;
Imago mundi;Imago Mundi;0308-5694;;;;;;;;;
The Journal of religious history;J Relig Hist;0022-4227;;;;;;;;;
Immigrants;Immigr Minor;0261-9288;;;;;;;;;
Journal of the Rocky Mountain Medieval and Renaissance Association;J Rocky Mt Mediev Renaiss Assoc;0195-8453;;;;;;;;;
Journal of the Royal Australian Historical Society;J R Aust Hist Soc;0035-8762;;;;;;;;;
Imprint;Imprint;0277-7061;;;;;;;;;
Journal;J Scott Labour Hist Soc;0586-7762;;;;;;;;;
Industrial archaeology review;Ind Archaeol Rev;0309-0728;;;;;;;;;
Journal of Semitic studies;J Semit Stud;0022-4480;;;;;;;;;
Beitrage zur Geschichte der Arbeiterbewegung;Beitr Gesch Arb;0005-8068;;;;;;;;;
African studies review;Afr Stud Rev;0002-0206;;;;;;;;;
Lettere italiane;Lett Ital;0024-1334;;;;;;;;;
Leveltari kozlemenyek;Leveltari Kozl;0024-1512;;;;;;;;;
Leveltari szemle;Leveltari Sz;0457-6047;;;;;;;;;
Leyte;Leyte Samar Stud;0024-1679;;;;;;;;;
Lias;Lias;0304-0003;;;;;;;;;
Liberation;Liberation;1047-594X;;;;;;;;;
Education libraries bulletin;Libr Bull Univ Lond;0013-1407;;;;;;;;;
Cahiers danthropologie;Cah Anthropol;0398-6675;;;;;;;;;
Historic preservation;Hist Preserv;0018-2419;;;;;;;;;
Journal of popular culture;J Pop Cult;0022-3840;;;;;;;;;
Journal de la Societe des americanistes;J Soc Am;0037-9174;;;;;;;;;
Journal of the Society of Archivists;J Soc Arch;0037-9816;;;;;;;;;
Journal of the Society for Army Historical Research;J Soc Army Hist Res;0037-9700;;;;;;;;;
Journal of social history;J Soc Hist;0022-4529;1527-1897;;;;;;;;
Journal de la Societe des oceanistes;J Soc Ocean;0300-953X;;;;;;;;;
The Journal of southern history;J South Hist;0022-4642;;;;;;;;;
Journal of sport history;J Sport Hist;0094-1700;;;;;;;;;
Journal of the Sri Lanka Branch of the Royal Asiatic Society;J Sri Lanka Branch R Asiat Soc;1013-9818;;;;;;;;;
Journal of urban history;J Urban Hist;0096-1442;;;;;;;;;
The journal of the West Virginia Historical Association;J W Va Hist Assoc;0270-4765;;;;;;;;;
Journal of the Warburg and Courtauld Institutes;J Warburg Courtauld Inst;0075-4390;;;;;;;;;
Journal of the West;J West;0022-5169;;;;;;;;;
Journal of women;J Womens Hist;1042-7961;1527-2036;;;;;;;;
Jabega;Jabega;0210-8496;;;;;;;;;
Jahrbuch fur Antike und Christentum;Jahrb Antike Christentum;0075-2541;;;;;;;;;
The Indian historian;Indian Hist;0019-4840;;;;;;;;;
International affairs;Int Aff;0020-5850;;;;;;;;;
International journal of contemporary sociology;Int J Contemp Sociol;0019-6398;;;;;;;;;
Investigacion economica;Invest Econ;0185-1667;;;;;;;;;
Katunob;Katunob;0453-3992;;;;;;;;;
Kotiseutu;Kotiseutu;0047-3677;;;;;;;;;
Bulletin de l;Bull Ec Fr Extr Orient;0336-1519;;;;;;;;;
Kunst des Orients;Kunst Orient;0023-5393;;;;;;;;;
Kypriakai spoudai;Kupr Spoud;0081-1580;;;;;;;;;
Indian archives;Indian Arch;0367-7435;;;;;;;;;
The Indian economic and social history review;Indian Econ Soc Hist Rev;0019-4646;;;;;;;;;
Indian journal of social research;Indian J Soc Res;0019-5626;;;;;;;;;
The Indian political science review;Indian Pol Sci Rev;0019-6126;;;;;;;;;
Indian sociological bulletin;Indian Sociol Bull;0537-2550;;;;;;;;;
Indiana folklore;Indiana Folkl;0019-6614;;;;;;;;;
Indiana social studies quarterly;Indiana Soc Stud Q;0019-6746;;;;;;;;;
Indo;Indo Iran J;0019-7246;;;;;;;;;
L;Inf Hist;0046-9351;;;;;;;;;
L;Inf Hist Art;0020-0026;;;;;;;;;
L;Inf Litt;0020-0123;;;;;;;;;
Jahrbuch der Coburger Landesstiftung;Jahrb Coburg Landesstift;0084-8808;;;;;;;;;
Inland seas;Inland Seas;0020-1537;;;;;;;;;
Jahrbuch fur Geschichte von Staat;Jahrb Gesch Staat Wirtsch Ges Lateinam;0075-2673;;;;;;;;;
The International history review;Int Hist Rev;0707-5332;;;;;;;;;
Jahrbuch des Instituts fur Deutsche Geschichte;Jahrb Inst Dtsch Gesch;0334-4606;;;;;;;;;
International journal;Int J;0020-7020;;;;;;;;;
Jahrbuch fur internationales Recht;Ger Yearb Int Law;0021-3993;;;;;;;;;
International journal of Middle East studies;Int J Middle East Stud;0020-7438;;;;;;;;;
Jahrbuch der Schlesischen Friedrich;Jahrb Schlesisch Friedrich Wilhelms Univ Breslau;0448-1348;;;;;;;;;
International journal of politics;Int J Polit;0012-8783;;;;;;;;;
Jahrbuch des Vereins fur Geschichte der Stadt Wien;Jahrb Vereins Gesch Stadt Wien;1011-4726;;;;;;;;;
Jahrbuch fur Wirtschaftsgeschichte;Jahrb Wirtschaftsgesch;0075-2800;;;;;;;;;
International journal of the sociology of language;Int J Soc Lang;0165-2516;;;;;;;;;
International journal of special education;Int J Spec Educ;0827-3383;;;;;;;;;
Jamaica journal;Jam J;0021-4124;;;;;;;;;
James Joyce quarterly;James Joyce Q;0021-4183;;;;;;;;;
Jednota annual Furdek;Jednota Annu Furdek;0449-4873;;;;;;;;;
Jewish quarterly review;Jew Q Rev;0021-6682;;;;;;;;;
International philosophical quarterly;Int Philos Q;0019-0365;;;;;;;;;
Jewish social studies;Jew Soc Stud;0021-6704;;;;;;;;;
International review of missions;Int Rev Missions;0020-8582;;;;;;;;;
International review of social history;Int Rev Soc Hist;0020-8590;;;;;;;;;
International science review series;Int Sci Rev Ser;0074-7866;;;;;;;;;
International security;Int Secur;0162-2889;1531-4804;;;;;;;;
Inter;Inter Nord;0074-1035;;;;;;;;;
Journalism monographs;Journalism Monogr;0022-5525;;;;;;;;;
Japan quarterly;Jpn Q;0021-4590;;;;;;;;;
Intersezioni;Intersezioni;0393-2451;;;;;;;;;
Kansas history;Kans Hist;0149-9114;;;;;;;;;
Kamper almanak;Kampener Alm;0451-3045;;;;;;;;;
Keystone folklore quarterly;Keystone Folkl Q;0023-0987;;;;;;;;;
The Kiva;Kiva;0023-1940;;;;;;;;;
Koinonia;Koinonia;0023-2750;;;;;;;;;
Kronika;Kronika;0023-4923;;;;;;;;;
Accademia nazionale dei Lincei;Accad Naz Lincei Rome;0391-8130;;;;;;;;;
Kultura i spoleczenstwo;Kult Spolecz;0023-5172;;;;;;;;;
Kultur;Kult Tech;0344-5690;;;;;;;;;
Bulletin historique et scientifique de l;Bull His Sci Auvergne;0007-4659;;;;;;;;;
Epeteris Hetaireias Stereoelladikon Meleton;Epet Etaireias Stereoelladikon Meleton;0440-761X;;;;;;;;;
The Kansas historical quarterly;Kans Hist Q;0022-8621;;;;;;;;;
Indian journal of American studies;Indian J Am Stud;0019-5030;;;;;;;;;
Journalism history;Journal Hist;0094-7679;;;;;;;;;
Chronique d;Chron Egypte;0009-6067;;;;;;;;;
Historical magazine of the Protestant Episcopal Church;Hist Mag Protestant Episcop Church;0018-2486;;;;;;;;;
Farmacihistoriska sallskapets degrees arsskrift;Farmacihist Sallsk Ars;0283-6149;;;;;;;;;
Annuaire;Fac Cathol Lille;0181-4478;;;;;;;;;
Literature;Lit Hist;0306-1973;;;;;;;;;
Israel oriental studies;Isr Orient Stud;0334-4401;;;;;;;;;
Colloques internationaux;Colloq Int CNRS;0366-7634;;;;;;;;;
Commentary;Commentary;0010-2601;;;;;;;;;
Daphnis;Daphnis;0300-693X;;;;;;;;;
Diogenes;Diogenes;0392-1921;;;;;;;;;
Gold bulletin;Gold Bull;0017-1557;;;;;;;;;
Economy and history;Econ Hist;0070-8852;;;;;;;;;
The Journal of the Friends;J Friends Hist Soc;0071-9587;;;;;;;;;
Estudis;Estudis;0210-9093;;;;;;;;;
Esprit;Esprit;0014-0759;;;;;;;;;
Environments;Environments;0711-6780;;;;;;;;;
Lincoln herald;Linc Her;0024-3671;;;;;;;;;
Lingua nostra;Lingua Nostra;0024-3868;;;;;;;;;
Investigacion y ciencia;Investig Cienc;0210-136X;;;;;;;;;
Irish economic and social history;Ir Econ Soc Hist;0332-4893;;;;;;;;;
Irish geography;Ir Geogr;0075-0778;;;;;;;;;
Irish historical studies;Ir Hist Stud;0021-1214;;;;;;;;;
The Irish sword;Ir Sword;0021-1389;;;;;;;;;
Lituanus;Lituanus;0024-5089;;;;;;;;;
The Island magazine;Isl Mag;0384-8175;;;;;;;;;
Liverpool classical monthly;Liverp Classical Mon;0309-3700;;;;;;;;;
The Islamic quarterly;Islam Q;0021-1842;;;;;;;;;
Islamic studies;Islam Stud;0578-8072;;;;;;;;;
Le Livre et l;Livre Estampe;0024-533X;;;;;;;;;
Issues;Issues Stud;1013-2511;;;;;;;;;
LLULL;Llull;0210-8615;;;;;;;;;
Istoricheski pregled;Istor Pregl;0021-2636;;;;;;;;;
The Local historian;Local Hist;0024-5585;;;;;;;;;
Locus;Locus;0898-8056;;;;;;;;;
Istorijski zapisi;Istor Zapisi;0021-2652;;;;;;;;;
The London archaeologist;Lond Archaeol;0024-5984;;;;;;;;;
Long Island forum;Long Isl Forum;0024-628X;;;;;;;;;
The Long Island historical journal;Long Island Hist J;0898-7084;;;;;;;;;
Istorija;Istorija;0579-0263;;;;;;;;;
Revista loteria;Loteria;0024-662X;;;;;;;;;
Italia medioevale e umanistica;Ital Medioev Um;0391-7495;;;;;;;;;
Luso;Luso;0024-7413;;;;;;;;;
Ivra;Iura;0021-3241;;;;;;;;;
Izvestiia na Instituta po istoriia na BKP;Izv Inst Istor BKP;0583-9963;;;;;;;;;
Journal of African studies;J Afr Stud;0095-4993;;;;;;;;;
Journal of the Afro;J Afro Am Hist Geneal Soc;0272-1937;;;;;;;;;
Journal d;J Agric Tradit Bot Appl;0183-5173;;;;;;;;;
Journal of American culture;J Am Cult;0191-1813;2162-5735;;;;;;;;
MGH news;MGH News;0027-0709;;;;;;;;;
Journal d;J Agric Trop Bot Appl;0021-7662;;;;;;;;;
The Magazine of Albemarle County history;Mag Albemarle Cty Hist;0076-2342;;;;;;;;;
Journal of American history;J Am Hist;0021-8723;;;;;;;;;
Magazine antiques;Mag Antiq;0161-9284;;;;;;;;;
Magazin istoric;Mag Istor;0541-881X;;;;;;;;;
Magazine litteraire;Mag Litt;0024-9807;;;;;;;;;
Maia;Maia;0025-0538;;;;;;;;;
Manuscripta;Manuscripta;0025-2603;;;;;;;;;
Manuscripts;Manuscripts;0025-262X;;;;;;;;;
The Marine Corps gazette;Mar Corps Gaz;0025-3170;;;;;;;;;
