title;short_title;id_issn;id_eissn;id_arx;id_oth;period;language;url;publisher;scope
International Journal Of Psychology;Int J Psychol;0020-7594;1464-066X;;;BIM;;;;
International Journal Of Psychophysiology;Int J Psychophysiol;0167-8760;1872-7697;;;MON;;;Elsevier;
International Journal Of Public Health;Int J Public Health;1661-8556;1661-8564;;;BIM;;;Springer;
International Journal Of Public Opinion Research;;0954-2892;1471-6909;;;QUA;;;;
International Journal Of Qualitative Methods; The;1609-4069;;;;IRR;;;;
International Journal Of Qualitative Studies On Health And Well-Being;Int J Qual Stud Health Well-Being;1748-2623;1748-2631;;;QUA;;;;
International Journal Of Quantum Chemistry;Int J Quantum Chem;0020-7608;1097-461X;;;;;;Wiley;
International Journal Of Quantum Information;;0219-7499;;;;BIM;;;;
International Journal Of Radiation Biology;;0955-3002;1362-3095;;;MON;;;;
International Journal Of Radiation Oncology Biology Physics;Int J Radiat Oncol Biol Phys;0360-3016;1879-355X;;;MON;;;Elsevier;
International Journal Of Radiation Research;;2322-3243;;;;QUA;;;;
International Journal Of Refractory Metals & Hard Materials;;0263-4368;0958-0611;;;BIM;;;Elsevier;
International Journal Of Refrigeration-Revue Internationale Du Froid;Int J Refrig;0140-7007;1879-2081;;;BIM;;;Elsevier;
International Journal Of Rehabilitation Research;Int J Rehabil Res;0342-5282;1473-5660;;;QUA;;;;
International Journal Of Remote Sensing;Int J Remote Sens;0143-1161;;;;;;;;
International Journal Of Research In Marketing;;0167-8116;;;;QUA;;;Elsevier;
International Journal Of Review In Life Sciences;;2231-2935;;;;MON;;;;
International Journal Of Rf And Microwave Computer-Aided Engineering;;1096-4290;1099-047X;;;MON;;;Wiley;
International Journal Of Rf Technologies-Research And Applications;;1754-5730;1754-5749;;;QUA;;;;
International Journal Of Rheumatic Diseases;Int J Rheum Dis;1756-1841;;;;BIM;;;Wiley;
International Journal Of Risk & Safety In Medicine;Int J Risk Saf Med;0924-6479;1878-6847;;;BIM;;;;
International Journal Of Robotics & Automation;;0826-8185;;;;QUA;;;;
International Journal Of Robotics Research;Int J Rob Res;0278-3649;1741-3176;;;MON;;;;
International Journal Of Robust And Nonlinear Control;;1049-8923;1099-1239;;;;;;Wiley;
International Journal Of Rock Mechanics And Mining Sciences;;1365-1609;;;;BIM;;;Elsevier;
International Journal Of Satellite Communications And Networking;;1542-0973;1542-0981;;;BIM;;;Wiley;
International Journal Of Science And Mathematics Education;;1571-0068;1573-1774;;;BIM;;;Springer;
International Journal Of Science Education;Int J Sci Educ;0950-0693;1464-5289;;;;;;;
International Journal Of Security And Its Applications;;1738-9976;;;;QUA;;;;
International Journal Of Sediment Research;;1001-6279;1013-7866;;;QUA;;;;
International Journal Of Selection And Assessment;;0965-075X;1468-2389;;;IRR;;;Wiley;
International Journal Of Semantic Computing;Int J Semant Comput;1793-351X;1793-7108;;;QUA;;;;
International Journal Of Sensor Networks;;1748-1279;1748-1287;;;BIM;;;;
International Journal Of Sexual Health;Int J Sex Health;1931-7611;1931-762X;;;QUA;;;;
International Journal Of Shipping And Transport Logistics;;1756-6517;1756-6525;;;QUA;;;;
International Journal Of Shoulder Surgery;Int J Shoulder Surg;0973-6042;;;;QUA;;;;
International Journal Of Signal And Imaging Systems Engineering;;1748-0698;1748-0701;;;QUA;;;;
International Journal Of Simulation Modelling;;1726-4529;;;;QUA;;;;
International Journal Of Social Psychiatry;Int J Soc Psychiatry;0020-7640;1741-2854;;;BIM;;;;
International Journal Of Social Research Methodology;Int J Soc Res Methodol;1364-5579;1464-5300;;;BIM;;;;
International Journal Of Social Robotics;Int J Soc Robot;1875-4791;1875-4805;;;QUA;;;Springer;
International Journal Of Social Welfare;Int J Soc Welf;1369-6866;1468-2397;;;QUA;;;Wiley;
International Journal Of Software Engineering And Knowledge Engineering;;0218-1940;;;;BIM;;;;
International Journal Of Solids And Structures;Int J Solids Struct;0020-7683;;;;;;;Elsevier;
International Journal Of Speech Language And The Law; Language And The Law;1748-8885;1748-8893;;;SEM;;;;
International Journal Of Speech-Language Pathology;Int J Speech Lang Pathol;1754-9507;1754-9515;;;BIM;;;;
International Journal Of Speleology;Int J Speleol;0392-6672;1827-806X;;;QUA;;;;
International Journal Of Sport Finance;;1558-6235;1930-076X;;;QUA;;;;
International Journal Of Sport Nutrition And Exercise Metabolism;Int J Sport Nutr Exerc Metab;1526-484X;1543-2742;;;BIM;;;;
International Journal Of Sport Psychology;Int J Sport Psychol;0047-0767;;;;QUA;;;;
International Journal Of Sports Marketing & Sponsorship;;1464-6668;;;;QUA;;;;
International Journal Of Sports Medicine;Int J Sports Med;0172-4622;1439-3964;;;MON;;;;
International Journal Of Sports Physiology And Performance;Int J Sports Physiol Perform;1555-0265;1555-0273;;;QUA;;;;
International Journal Of Sports Science & Coaching;Int J Sports Sci Coach;1747-9541;;;;QUA;;;;
International Journal Of Spray And Combustion Dynamics;;1756-8277;1756-8285;;;QUA;;;;
International Journal Of Std & Aids;Int J Std Aids;0956-4624;1758-1052;;;MON;;;;
International Journal Of Steel Structures;;1598-2351;2093-6311;;;QUA;;;;
International Journal Of Strategic Property Management;;1648-715X;1648-9179;;;QUA;;;;
International Journal Of Stress Management;Int J Stress Manag;1072-5245;;;;QUA;;;;
International Journal Of Stroke;Int J Stroke;1747-4930;1747-4949;;;BIM;;;Wiley;
International Journal Of Structural Stability And Dynamics;;0219-4554;1793-6764;;;BIM;;;;
International Journal Of Surface Science And Engineering;;1749-785X;1749-7868;;;QUA;;;;
International Journal Of Surgery;Int J Surg;1743-9191;1743-9159;;;BIM;;;Elsevier;
International Journal Of Surgical Pathology;Int J Surg Pathol;1066-8969;1940-2465;;;BIM;;;;
International Journal Of Sustainability In Higher Education;;1467-6370;;;;QUA;;;;
International Journal Of Sustainable Development;;0960-1406;1741-5268;;;QUA;;;;
International Journal Of Sustainable Development And World Ecology;;1350-4509;1745-2627;;;BIM;;;;
International Journal Of Sustainable Transportation;;1556-8318;1556-8334;;;BIM;;;;
International Journal Of Systematic And Evolutionary Microbiology;Int J Syst Evol Microbiol;1466-5026;1466-5034;;;MON;;;;
International Journal Of Systematic Theology;;1463-1652;1468-2400;;;QUA;;;Wiley;
International Journal Of Systems Science;Int J Syst Sci;0020-7721;;;;MON;;;;
International Journal Of Technology And Design Education;;0957-7572;1573-1804;;;QUA;;;Springer;
International Journal Of Technology Assessment In Health Care;Int J Technol Assess Health Care;0266-4623;1471-6348;;;QUA;;;;
International Journal Of Technology Enhanced Learning;;1753-5255;1753-5263;;;QUA;;;;
International Journal Of Technology Management;Int J Technol Manag;0267-5730;;;;MON;;;;
International Journal Of Telemedicine And Applications;Int J Telemed Appl;1687-6415;1687-6423;;;IRR;;;;
International Journal Of The Classical Tradition;;1073-0508;1874-6292;;;QUA;;;Springer;
International Journal Of The Commons;;1875-0281;;;;SEM;;;;
International Journal Of The History Of Sport;Int J Hist Sport;0952-3367;;;;;;;;
International Journal Of Theoretical Physics;;0020-7748;1572-9575;;;MON;;;Springer;
International Journal Of Thermal Sciences;;1290-0729;;;;MON;;;Elsevier;
International Journal Of Thermophysics;Int J Thermophys;0195-928X;1572-9567;;;BIM;;;Springer;
International Journal Of Tourism Research;;1099-2340;1522-1970;;;BIM;;;Wiley;
International Journal Of Toxicology;Int J Toxicol;1091-5818;1092-874X;;;BIM;;;;
International Journal Of Transitional Justice; The;1752-7716;1752-7724;;;TRI;;;;
International Journal Of Transport Economics;;0391-8440;;;;TRI;;;;
International Journal Of Tropical Agriculture;;0254-8755;;;;QUA;;;;
International Journal Of Tropical Insect Science;Int J Trop Insect Sci;1742-7584;1742-7592;;;QUA;;;;
International Journal Of Tuberculosis And Lung Disease;Int J Tuberc Lung Dis;1027-3719;1815-7920;;;MON;;;;
International Journal Of Turbo & Jet-Engines;;0334-0082;2191-0332;;;QUA;;;;
International Journal Of Uncertainty Fuzziness And Knowledge-Based Systems; Fuzziness And Knowlege-Based Systems;0218-4885;;;;BIM;;;;
International Journal Of Unconventional Computing;;1548-7199;1548-7202;;;BIM;;;;
International Journal Of Urban And Regional Research;Int J Urban Reg Res;0309-1317;;;;BIM;;;Wiley;
International Journal Of Urology;Int J Urol;0919-8172;1442-2042;;;MON;;;Wiley;
International Journal Of Vehicle Design;;0143-3369;;;;BIM;;;;
International Journal Of Ventilation;;1473-3315;2044-4044;;;IRR;;;;
International Journal Of Water Resources Development;;0790-0627;1360-0648;;;QUA;;;;
International Journal Of Wavelets Multiresolution And Information Processing; Multiresolution And Information Processing;0219-6913;;;;BIM;;;;
International Journal Of Web And Grid Services;;1741-1106;1741-1114;;;QUA;;;;
International Journal Of Web Information Systems;;1744-0084;;;;QUA;;;;
International Journal Of Web Services Research;;1545-7362;1546-5004;;;QUA;;;;
International Journal Of Wild Silkmoth & Silk;Int. J. Wild Silkmoth & Silk;1340-4725;;;;IRR;;;;
International Journal Of Wildland Fire;;1049-8001;;;;BIM;;;;
International Journal Of Wireless Information Networks;;1068-9605;1572-8129;;;QUA;;;Springer;
International Journal Of Zoological Research;;1811-9778;1811-9786;;;QUA;;;;
International Journal Of Zoology;;1687-8477;1687-8485;;;IRR;;;;
International Journal Of Zoology And Research-Ijzr;;2278-8816;;;;QUA;;;;
International Journal On Algae;;1521-9429;;;;QUA;;;;
International Journal On Artificial Intelligence Tools;Int J Artif Intell Tools;0218-2130;1793-6349;;;BIM;;;;
International Journal On Document Analysis And Recognition;Int J Doc Anal Recognit;1433-2833;;;;QUA;;;Springer;
International Journal On Semantic Web And Information Systems;Int J Semant Web Inf Syst;1552-6283;1552-6291;;;QUA;;;;
International Journal On Software Tools For Technology Transfer;;1433-2779;1433-2787;;;BIM;;;Springer;
International Labor And Working-Class History;Int Labor Work Class Hist;0147-5479;1471-6445;;;SEM;;;;
International Labour Review;Int Labour Rev;0020-7780;;;;QUA;;;Wiley;
International Marketing Review;;0265-1335;;;;BIM;;;;
International Materials Reviews;;0950-6608;1743-2804;;;BIM;;;;
International Mathematics Research Notices;;1073-7928;1687-0247;;;;;;;
International Microbiology;Int Microbiol;1139-6709;1618-1905;;;QUA;;;;
International Migration;Int Migr;0020-7985;;;;BIM;;;Wiley;
International Migration Review;Int Migr Rev;0197-9183;;;;QUA;;;Wiley;
International Neurourology Journal;Int Neurourol J;2093-4777;2093-6931;;;QUA;;;;
International Nursing Review;Int Nurs Rev;0020-8132;1466-7657;;;QUA;;;Wiley;
International Ophthalmology;Int Ophthalmol;0165-5701;1573-2630;;;BIM;;;Springer;
International Organization;Int Organ;0020-8183;1531-5088;;;QUA;;;;
International Orthopaedics;Int Orthop;0341-2695;1432-5195;;;MON;;;Springer;
International Pacific Halibut Commission Scientific Report;;0304-016X;;;;IRR;;;;
International Pacific Halibut Commission Technical Report;;0579-3920;;;;IRR;;;;
International Peacekeeping;Int Peacekeep;1353-3312;1743-906X;;;BIM;;;;
International Perspectives On Sexual And Reproductive Health;Int Perspect Sex Reprod Health;1944-0391;1944-0405;;;QUA;;;;
International Pest Control;;0020-8256;;;;BIM;;;;
International Philosophical Quarterly;Int Philos Q;0019-0365;;;;QUA;;;;
International Political Science Review;;0192-5121;1460-373X;;;BIM;;;;
International Political Sociology;;1749-5679;1749-5687;;;QUA;;;Wiley;
International Politics;;1384-5748;1740-3898;;;BIM;;;;
International Polymer Processing;;0930-777X;;;;BIM;;;;
International Psychogeriatrics;Int Psychogeriatr;1041-6102;1741-203X;;;MON;;;;
International Public Management Journal;;1096-7494;;;;QUA;;;;
International Regional Science Review;Int Reg Sci Rev;0160-0176;;;;QUA;;;;
International Relations;;0047-1178;1741-2862;;;QUA;;;;
International Relations Of The Asia-Pacific;;1470-482X;1470-4838;;;TRI;;;;
International Research In Childrens Literature;;1755-6198;1755-6201;;;SEM;;;;
International Review For The Sociology Of Sport;Int Rev Sociol Sport;1012-6902;1461-7218;;;BIM;;;;
International Review Of Administrative Sciences;;0020-8523;1461-7226;;;QUA;;;;
International Review Of African American Art;;1045-0920;;;;QUA;;;;
International Review Of Cell And Molecular Biology;Int Rev Cell Mol Biol;1937-6448;;;;IRR;;;Elsevier;
International Review Of Cytology-A Survey Of Cell Biology;;0074-7696;;;;BIM;;;Elsevier;
International Review Of Economics & Finance;;1059-0560;;;;QUA;;;Elsevier;
International Review Of Finance;;1369-412X;1468-2443;;;QUA;;;Wiley;
International Review Of Financial Analysis;;1057-5219;;;;BIM;;;Elsevier;
International Review Of Hydrobiology;Int Rev Hydrobiol;1434-2944;;;;BIM;;;Wiley;
International Review Of Law And Economics;Int Rev Law Econ;0144-8188;1873-6394;;;QUA;;;Elsevier;
International Review Of Neurobiology;Int Rev Neurobiol;0074-7742;;;;IRR;;;Elsevier;
International Review Of Psychiatry;Int Rev Psychiatry;0954-0261;1369-1627;;;QUA;;;;
International Review Of Research In Developmental Disabilities;;2211-6095;;;;ANN;;;Elsevier;
International Review Of Research In Open And Distance Learning;;1492-3831;;;;IRR;;;;
International Review Of Social History;Int Rev Soc Hist;0020-8590;;;;QUA;;;;
International Review Of Sport And Exercise Psychology;Int Rev Sport Exerc Psychol;1750-984X;1750-9858;;;ANN;;;;
International Review Of The Aesthetics And Sociology Of Music;;0351-5796;;;;SEM;;;;
International Review Of The Red Cross;;1816-3831;1607-5889;;;QUA;;;;
International Reviews In Physical Chemistry;Int Rev Phys Chem;0144-235X;1366-591X;;;QUA;;;;
International Reviews Of Immunology;Int Rev Immunol;0883-0185;1563-5244;;;BIM;;;;
International Rice Research Notes;Int Rice Res Notes;0117-4185;;;;TRI;;;;
International Security;Int Secur;0162-2889;1531-4804;;;QUA;;;;
International Small Business Journal;;0266-2426;1741-2870;;;BIM;;;;
International Social Work;Int Soc Work;0020-8728;;;;BIM;;;;
International Sociology;Int Sociol;0268-5809;;;;BIM;;;;
International Statistical Review;;0306-7734;1751-5823;;;TRI;;;Wiley;
International Studies In The Philosophy Of Science;;0269-8595;1469-9281;;;QUA;;;;
International Studies On Sparrows;;1734-624X;;;;ANN;;;;
International Studies Perspectives;;1528-3577;1528-3585;;;QUA;;;Wiley;
International Studies Quarterly;Int Stud Q;0020-8833;;;;QUA;;;Wiley;
International Studies Review;;1521-9488;1468-2486;;;QUA;;;Wiley;
International Sugar Journal;;0020-8841;;;;MON;;;;
International Surgery;Int Surg;0020-8868;;;;QUA;;;;
International Tax And Public Finance;;0927-5940;1573-6970;;;BIM;;;Springer;
International Theory;;1752-9719;;;;TRI;;;;
International Transactions In Operational Research;Int Trans Oper Res;0969-6016;1475-3995;;;BIM;;;Wiley;
International Transactions On Electrical Energy Systems;;2050-7038;;;;BIM;;;Wiley;
International Urogynecology Journal;Int Urogynecol J;0937-3462;1433-3023;;;MON;;;Springer;
International Urology And Nephrology;Int Urol Nephrol;0301-1623;1573-2584;;;BIM;;;Springer;
International Wader Studies;;1354-9944;;;;IRR;;;;
International Wound Journal;Int Wound J;1742-4801;1742-481X;;;BIM;;;Wiley;
International Zoo Yearbook;;0074-9664;1748-1090;;;ANN;;;Wiley;
Internationales Archiv Fur Sozialgeschichte Der Deutschen Literatur;;0340-4528;;;;SEM;;;;
Internet And Higher Education;;1096-7516;;;;QUA;;;Elsevier;
Internet Research;;1066-2243;;;;BIM;;;;
Internist;Internist (Berl);0020-9554;1432-1289;;;MON;;;Springer;
Interpretation-A Journal Of Bible And Theology;;0020-9643;2159-340X;;;QUA;;;;
Interpretation-A Journal Of Political Philosophy;;0020-9635;;;;TRI;;;;
Interpreter And Translator Trainer; The;1750-399X;1757-0417;;;SEM;;;;
Interpreting;;1384-6647;1569-982X;;;SEM;;;;
Intersecciones En Antropologia;;1850-373X;1666-2105;;;SEM;;;;
Intervention In School And Clinic;Interv Sch Clin;1053-4512;1538-4810;;;BIM;;;;
Interventional Neuroradiology;Interv Neuroradiol;1591-0199;;;;QUA;;;;
Interventions-International Journal Of Postcolonial Studies;;1369-801X;1469-929X;;;BIM;;;;
Intervirology;Intervirology;0300-5526;1423-0100;;;BIM;;;;
Invasive Plant Science And Management;Invasive Plant Sci Manag;1939-7291;1939-7291;;;QUA;;;;
Inventiones Mathematicae;;0020-9910;1432-1297;;;MON;;;Springer;
Inverse Problems;Inverse Probl;0266-5611;;;;MON;;;;
Inverse Problems And Imaging;Inverse Probl Imaging (Springfield);1930-8337;1930-8345;;;QUA;;;;
Inverse Problems In Science And Engineering;Inverse Probl Sci Eng;1741-5977;1741-5985;;;BIM;;;;
